susScr	9823	Sus scrofa	2012-11-14 10:16:19	vertebrates_mammals/Sus_scrofa/Sscrofa10.2/ASSEMBLY_INFO
susScr	9823	Sus scrofa	2012-11-14 10:16:19	vertebrates_mammals/Sus_scrofa/Sscrofa10/ASSEMBLY_INFO
susScr	9823	Sus scrofa	2012-11-14 10:16:19	vertebrates_mammals/Sus_scrofa/Sscrofa9.2/ASSEMBLY_INFO
taeGut	59729	Taeniopygia guttata	2013-02-21 23:30:07	vertebrates_other/Taeniopygia_guttata/Taeniopygia_guttata-3.2.4/ASSEMBLY_INFO
takFla	433684	Takifugu flavidus	2013-06-08 13:19:06	vertebrates_other/Takifugu_flavidus/version_1_of_Takifugu_flavidus_genome/ASSEMBLY_INFO
fr	31033	Takifugu rubripes	2012-11-14 10:16:20	vertebrates_other/Takifugu_rubripes/FUGU5/ASSEMBLY_INFO
tarSyr	9478	Tarsius syrichta	2013-09-19 10:23:10	vertebrates_mammals/Tarsius_syrichta/Tarsius_syrichta-2.0.1/ASSEMBLY_INFO
tauEry	121530	Tauraco erythrolophus	2014-06-26 10:23:03	vertebrates_other/Tauraco_erythrolophus/ASM70936v1/ASSEMBLY_INFO
tetUrt	32264	Tetranychus urticae	2014-06-16 12:06:09	invertebrates/Tetranychus_urticae/ASM23943v1/ASSEMBLY_INFO
tinGut	94827	Tinamus guttatus	2014-06-26 10:23:03	vertebrates_other/Tinamus_guttatus/ASM70537v1/ASSEMBLY_INFO
tinGut	94827	Tinamus guttatus	2014-08-06 10:23:13	vertebrates_other/Tinamus_guttatus/ASM70537v2/ASSEMBLY_INFO
triMan	127582	Trichechus manatus latirostris	2012-11-14 10:16:19	vertebrates_mammals/Trichechus_manatus/TriManLat1.0/ASSEMBLY_INFO
triMur	70415	Trichuris muris	2014-06-16 12:06:09	invertebrates/Trichuris_muris/TMUE2.2/ASSEMBLY_INFO
triPre	7493	Trichogramma pretiosum	2014-06-16 12:06:09	invertebrates/Trichogramma_pretiosum/Tpre_1.0/ASSEMBLY_INFO
triSpi	6334	Trichinella spiralis	2014-06-16 12:06:09	invertebrates/Trichinella_spiralis/Trichinella_spiralis-3.7.1/ASSEMBLY_INFO
triTri	36087	Trichuris trichiura	2014-06-16 12:06:09	invertebrates/Trichuris_trichiura/TTRE2.1/ASSEMBLY_INFO
tupChi	246437	Tupaia chinensis	2013-02-21 23:30:07	vertebrates_mammals/Tupaia_chinensis/TupChi_1.0/ASSEMBLY_INFO
turTru	9739	Tursiops truncatus	2012-11-14 10:16:19	vertebrates_mammals/Tursiops_truncatus/Ttru_1.4/ASSEMBLY_INFO
tytAlb	56313	Tyto alba	2014-06-04 10:23:03	vertebrates_other/Tyto_alba/ASM68720v1/ASSEMBLY_INFO
ursMar	29073	Ursus maritimus	2014-06-04 10:23:07	vertebrates_mammals/Ursus_maritimus/UrsMar_1.0/ASSEMBLY_INFO
vicPac	30538	Vicugna pacos	2013-10-18 10:23:06	vertebrates_mammals/Vicugna_pacos/Vicugna_pacos-2.0.1/ASSEMBLY_INFO
xenTro	8364	Xenopus (Silurana) tropicalis	2012-11-14 10:16:20	vertebrates_other/Xenopus_tropicalis/v4.2/ASSEMBLY_INFO
xenTro	8364	Xenopus (Silurana) tropicalis	2013-01-03 06:25:15	vertebrates_other/Xenopus_tropicalis/Xtropicalis_v7/ASSEMBLY_INFO
xipMac	8083	Xiphophorus maculatus	2012-11-14 10:16:20	vertebrates_other/Xiphophorus_maculatus/Xiphophorus_maculatus-4.4.2/ASSEMBLY_INFO
zonAlb	44394	Zonotrichia albicollis	2013-06-08 13:19:06	vertebrates_other/Zonotrichia_albicollis/ASM38545v1/ASSEMBLY_INFO
zonAlb	44394	Zonotrichia albicollis	2013-06-08 13:19:06	vertebrates_other/Zonotrichia_albicollis/Zonotrichia_albicollis-1.0.1/ASSEMBLY_INFO
zooNev	136037	Zootermopsis nevadensis	2014-06-16 12:06:09	invertebrates/Zootermopsis_nevadensis/ZooNev1.0/ASSEMBLY_INFO
